Cidade Considerada;Regiao Administrativa;Ano Obito;Mes Obito;Mes Descricao;Sexo;Turno;Tipo Acidente;Tipo Veiculo;Faixa Etaria;Idade;Hora Acidente;Tipo Vitima;Tipo Local do Acidente;Dia Semana;Tipo de Via;LAT_(geo);LONG_(geo);Rua / Rodovia
PRAIA GRANDE;Baixada Santista;2017;5;MAIO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;62;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;-24,007842;-46,405902;AVENIDA MARECHAL MALET
PRAIA GRANDE;Baixada Santista;2017;5;MAIO;FEMININO;NOITE;COLISAO;MOTOCICLETA;0-17;17;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;-24,01529017;-46,46094426;SPA 291/055
PRAIA GRANDE;Baixada Santista;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;55-59;59;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-24,01257858;-46,45009112;SPA 291/055
PRAIA GRANDE;Baixada Santista;2017;5;MAIO;FEMININO;NOITE;COLISAO;BICICLETA;0-17;17;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-24,005287;-46,423639;AVENIDA GUILHERMINA
PRESIDENTE BERNARDES;Presidente Prudente;2017;5;MAIO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;40-44;44;;CONDUTOR;PUBLICO;TERCA;Rodovias;-22,06443448;-51,52408383;SP 270
PRESIDENTE EPITACIO;Presidente Prudente;2017;5;MAIO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;60-64;60;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;-21,708398;-52,01425;Vicinal Hélio Gomes
PRESIDENTE PRUDENTE;Presidente Prudente;2017;5;MAIO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;45-49;49;;CONDUTOR;PUBLICO;QUINTA;Rodovias;ND;ND;SP 501
PROMISSAO;Bauru;2017;5;MAIO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;18-24;18;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-21,5971872;-49,88916287;SP 300
PROMISSAO;Bauru;2017;5;MAIO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;80 ou mais;87;;CONDUTOR;PRIVADO;SEXTA;Vias Municipais;-21,62732;-49,85357;ESTRADA FAZENDA AGUA BRANCA
QUELUZ;Sao Jose dos Campos;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;QUARTA;Rodovias;-22,52343861;-44,72274091;BR 116
RAFARD;Campinas;2017;5;MAIO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;45-49;48;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,069455;-47,62223446;SP 113
RANCHARIA;Presidente Prudente;2017;5;MAIO;FEMININO;TARDE;NAO DISPONIVEL;MOTOCICLETA;18-24;19;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;-22,23521424;-50,91210409;SP 284
RANCHARIA;Presidente Prudente;2017;5;MAIO;NAO DISPONIVEL;NOITE;OUTROS;MOTOCICLETA;45-49;49;;CONDUTOR;PUBLICO;SEXTA;Rodovias;-22,32117407;-50,95149494;SP 457
RIBEIRAO PIRES;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-23,72875115;-46,42488686;SP 031
RIBEIRAO PIRES;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;25-29;27;;CONDUTOR;PUBLICO;TERCA;Rodovias;-23,72875115;-46,42488686;SP 031
RIBEIRAO PIRES;Metropolitana de Sao Paulo;2017;5;MAIO;FEMININO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;18-24;21;;NAO DISPONIVEL;PUBLICO;QUARTA;Rodovias;-23,71724053;-46,40150474;SP 031
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;60-64;60;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-21,16535872;-47,80741498;AVENIDA CAPITÃO SALOMÃO
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-21,154516;-47,827196;RUA RIO GRANDE DO NORTE
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;25-29;29;;CONDUTOR;PUBLICO;SEXTA;Rodovias;-21,20711663;-47,75843267;SP 330
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;MASCULINO;NOITE;NAO DISPONIVEL;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-21,205385;-47,821477;AVENIDA INDEPENDÊNCIA NUM. APROXIMADA
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-21,18175;-47,756656;RUA TUFFI RASSI SENTIDO NORTE
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;25-29;25;;NAO DISPONIVEL;PUBLICO;SEGUNDA;Nao Disponivel;ND;ND;NAO DISPONIVEL
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-21,134898;-47,784007;AVENIDA BRASIL
RIBEIRAO PRETO;Ribeirao Preto;2017;5;MAIO;FEMININO;NOITE;COLISAO;AUTOMOVEL;30-34;30;;PASSAGEIRO;PUBLICO;SEGUNDA;Nao Disponivel;ND;ND;NAO DISPONIVEL
RIO CLARO;Campinas;2017;5;MAIO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;18-24;18;;NAO DISPONIVEL;PUBLICO;SEXTA;Vias Municipais;-22,380633;-47,588787;RUA 18
RIO CLARO;Campinas;2017;5;MAIO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;44;;PEDESTRE;PUBLICO;SABADO;Rodovias;-22,40072955;-47,59271639;SP 310
ROSANA;Presidente Prudente;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;AUTOMOVEL;30-34;32;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-22,5033024;-52,83289288;SP 613
SANTA ADELIA;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;NOITE;COLISAO;CAMINHAO;50-54;50;;CONDUTOR;PUBLICO;TERCA;Rodovias;-21,32698525;-48,8032567;SP 310
SALES;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;NOITE;OUTROS;AUTOMOVEL;25-29;25;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-21,332453;-49,494386;Vicinal Abramo Buratto
SALTO;Sorocaba;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;22;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;-23,20745006;-47,32211192;SP 075
SANTA BRANCA;Sao Jose dos Campos;2017;5;MAIO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;63;;PEDESTRE;PUBLICO;TERCA;Vias Municipais;-23,398903;-45,816236;ESTRADA ACESSO CIDADE DE PARAIBUNA
SANTA CRUZ DA CONCEICAO;Campinas;2017;5;MAIO;FEMININO;NOITE;COLISAO;AUTOMOVEL;30-34;30;;CONDUTOR;PUBLICO;SABADO;Rodovias;-22,11596924;-47,41150536;SP 330
SANTA CRUZ DA CONCEICAO;Campinas;2017;5;MAIO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;60-64;63;;CONDUTOR;PUBLICO;SABADO;Rodovias;-22,11596924;-47,41150536;SP 330
SANTA CRUZ DO RIO PARDO;Marilia;2017;5;MAIO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;51;;PEDESTRE;PUBLICO;TERCA;Rodovias;-22,8788822;-49,65162704;SPA 007/327
SANTA GERTRUDES;Campinas;2017;5;MAIO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;36;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;-22,46023077;-47,54018074;SP 310
SANTA ISABEL;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MANHA;COLISAO;BICICLETA;70-74;74;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-23,314522;-46,216808;AVENIDA BARÃO DO RIO BRANCO
SANTO ANDRE;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;OUTROS;AUTOMOVEL;40-44;43;;CONDUTOR;PUBLICO;DOMINGO;Nao Disponivel;ND;ND;NAO DISPONIVEL
SANTO ANDRE;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;COLISAO;BICICLETA;45-49;49;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;-23,670819;-46,53573;AVENIDA PEREIRA BARRETO
SANTO ANDRE;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;7;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-23,638345;-46,518998;RUA SUÍÇA
SANTO ANDRE;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;25-29;25;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-23,623992;-46,54095;AVENIDA DA PAZ
SANTO ANDRE;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;40-44;44;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,6382252;-46,54236952;AVENIDA DOM PEDRO II
SANTO ANDRE;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,632608;-46,542918;RUA SUMARÉ
SANTOS;Baixada Santista;2017;5;MAIO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;55-59;57;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;-23,93746593;-46,37946714;AVENIDA JOVINO DE MELO
SANTOS;Baixada Santista;2017;5;MAIO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;0-17;3;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,929449;-46,378754;PRAÇA NICOLAU G.
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;25-29;28;;NAO DISPONIVEL;NAO DISPONIVEL;QUINTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;45-49;49;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;-23,78504673;-46,53131109;ESTRADA DO RIO ACIMA
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;65-69;66;;CONDUTOR;PUBLICO;SEXTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;19;;NAO DISPONIVEL;PUBLICO;SABADO;Rodovias;-23,71208478;-46,56160427;SP 150
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;MOTOCICLETA;55-59;56;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-23,81106264;-46,58579254;SP 160
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;24;;PEDESTRE;PUBLICO;QUINTA;Rodovias;-23,81106264;-46,58579254;SP 160
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,67235781;-46,58130321;AVENIDA CÉSAR MAGNANI
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2017;5;MAIO;FEMININO;MADRUGADA;COLISAO;MOTOCICLETA;0-17;17;;PASSAGEIRO;PUBLICO;QUARTA;Vias Municipais;-23,738692;-46,529724;ESTRADA DO MONTANHÃO
SAO CARLOS;Central;2017;5;MAIO;MASCULINO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;30-34;30;;NAO DISPONIVEL;NAO DISPONIVEL;QUARTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO CARLOS;Central;2017;5;MAIO;FEMININO;NOITE;COLISAO;MOTOCICLETA;18-24;22;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;-22,07443158;-47,84295311;SP 310
SAO CARLOS;Central;2017;5;MAIO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;24;;CONDUTOR;PUBLICO;SABADO;Rodovias;-22,07443158;-47,84295311;SP 310
SAO CARLOS;Central;2017;5;MAIO;FEMININO;MANHA;COLISAO;MOTOCICLETA;30-34;33;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-22,04852;-47,867026;RUA CORONEL JOSE AUGUSTO DE OLIVEIRA SAL
SAO JOAO DA BOA VISTA;Campinas;2017;5;MAIO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;65-69;66;;CONDUTOR;PUBLICO;TERCA;Rodovias;-21,95816708;-46,83718791;SP 344
SAO JOAQUIM DA BARRA;Franca;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;MOTOCICLETA;45-49;48;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-20,56283004;-47,86655607;SP 330
SAO JOAQUIM DA BARRA;Franca;2017;5;MAIO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;35-39;35;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-20,49876401;-47,95978383;SP 345
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;48;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-20,786669;-49,368578;AVENIDA DANILO GALEAZI X AV. SOLON VARGINHA
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;55-59;56;;NAO DISPONIVEL;PUBLICO;SEGUNDA;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-20,82352821;-49,37562528;SP 310
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;35-39;38;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-20,81319392;-49,35687102;BR 153
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;45-49;46;;NAO DISPONIVEL;NAO DISPONIVEL;DOMINGO;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;FEMININO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;60-64;62;;NAO DISPONIVEL;NAO DISPONIVEL;QUINTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;25-29;26;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-20,786558;-49,376219;AVENIDA FILADELPHO GOUVEIA NETO
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2017;5;MAIO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;18-24;18;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-20,815377;-49,384783;RUA INDEPENDÊNCIA CRUZ R BERNARDINO
SAO JOSE DOS CAMPOS;Sao Jose dos Campos;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;65-69;66;;PEDESTRE;PUBLICO;TERCA;Vias Municipais;-23,22925;-45,887102;AVENIDA CASSIOPEIA
SAO JOSE DOS CAMPOS;Sao Jose dos Campos;2017;5;MAIO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;18-24;22;;PEDESTRE;PUBLICO;SABADO;Rodovias;-23,24783812;-45,93171557;BR 116
SAO JOSE DOS CAMPOS;Sao Jose dos Campos;2017;5;MAIO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;60-64;63;;PASSAGEIRO;PUBLICO;QUINTA;Vias Municipais;-23,247476;-45,908977;RUA BACABAL
SAO JOSE DOS CAMPOS;Sao Jose dos Campos;2017;5;MAIO;MASCULINO;NOITE;COLISAO;BICICLETA;25-29;26;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,137937;-45,785411;R. Sete de Setembro
SAO JOSE DOS CAMPOS;Sao Jose dos Campos;2017;5;MAIO;MASCULINO;NOITE;NAO DISPONIVEL;MOTOCICLETA;NAO DISPONIVEL;NAO DISPONIVEL;;CONDUTOR;PUBLICO;QUARTA;Rodovias;-23,15026296;-45,78155273;BR 116
SAO MANUEL;Sorocaba;2017;5;MAIO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;65-69;67;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-22,728782;-48,568922;RUA GOMES DE FARIA
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MANHA;NAO DISPONIVEL;MOTOCICLETA;18-24;19;;CONDUTOR;NAO DISPONIVEL;DOMINGO;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;0-17;15;;PEDESTRE;PUBLICO;DOMINGO;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-23,466693;-46,640544;AVENIDA PARADA PINTO
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;62;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;-23,5458522;-46,62161947;AVENIDA RANGEL PESTANA
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;65-69;67;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;-23,63554255;-46,69403208;AVENIDA ADOLFO PINHEIRO
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;50-54;51;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,772754;-46,693951;AVENIDA CARLOS ALBERTO BASTOS MACHADO
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;45-49;49;;PEDESTRE;PUBLICO;QUARTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;36;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;-23,5156886;-46,64769339;AVENIDA OLAVO FONTOURA
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;COLISAO;BICICLETA;45-49;46;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,66558493;-46,63299771;SP 160
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-23,64593703;-46,77379309;RUA GUERREIRO
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;35-39;35;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,56215076;-46,5738563;AVENIDA SAPOPEMBA
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;COLISAO;BICICLETA;30-34;31;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;-23,455447;-46,602498;AVENIDA CORONEL SEZEFREDO FAGUNDES
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;25-29;29;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-23,654396;-46,667581;AVENIDA VEREADOR JOAO DE LUCA
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;0-17;9;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-23,572423;-46,446458;Avenida Jacú Pêssego
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;32;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-23,50887;-46,611012;RUA CORONEL MARQUES RIBEIRO
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;60-64;60;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-23,528045;-46,499417;RUA SAO SERAPIAO
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-23,535762;-46,607915;RUA SANTA CLARA
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-23,617908;-46,627855;AVENIDA PROFESSOR ABRAAO DE MORAIS
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;40-44;41;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-23,673;-46,744372;ESTRADA DO M'BOI MIRIM
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;70-74;74;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;-23,561675;-46,577269;Rua Piraçununga
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;34;;PEDESTRE;PUBLICO;SABADO;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;48;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;-23,58499;-46,524434;AVENIDA DA BARREIRA GRANDE
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MANHA;CHOQUE;AUTOMOVEL;25-29;25;;PASSAGEIRO;PUBLICO;DOMINGO;Vias Municipais;-23,699453;-46,715139;AVENIDA ATLANTICA
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-23,60140394;-46,60312786;RUA GREENFELD
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-23,62622;-46,649019;AVENIDA DOS BANDEIRANTES
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;FEMININO;MANHA;CHOQUE;AUTOMOVEL;30-34;30;;PASSAGEIRO;PUBLICO;DOMINGO;Vias Municipais;-23,438672;-46,72991;ESTRADA DAS TAIPAS
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;65-69;66;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-23,599765;-46,634865;RUA AFONSO CELSO
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;55-59;55;;PEDESTRE;PUBLICO;DOMINGO;Nao Disponivel;ND;ND;NAO DISPONIVEL
SAO PAULO;Metropolitana de Sao Paulo;2017;5;MAIO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;60-64;62;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-23,605022;-46,480519;AVENIDA MATEO BEI
SAO VICENTE;Baixada Santista;2017;5;MAIO;FEMININO;NOITE;ATROPELAMENTO;MOTOCICLETA;35-39;36;;CONDUTOR;PUBLICO;SEXTA;Rodovias;-23,92149122;-46,45971318;SP 055
SERRANA;Ribeirao Preto;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;80 ou mais;85;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;-21,20159369;-47,61909238;SP 333
SERRANA;Ribeirao Preto;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;41;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;-21,20260758;-47,62247587;SP 333
TATUI;Sorocaba;2017;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;39;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;-23,33236439;-47,85101993;SP 127
TATUI;Sorocaba;2017;5;MAIO;MASCULINO;MADRUGADA;OUTROS;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,2700449;-47,8338275;SP 280
TATUI;Sorocaba;2017;5;MAIO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;40-44;44;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-23,35857865;-47,87735702;SPA 117/127
BARRA BONITA;Bauru;2017;6;JUNHO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;18-24;22;;CONDUTOR;PUBLICO;SABADO;Rodovias;-22,48769221;-48,54142475;SP 255
BARRETOS;Barretos;2017;6;JUNHO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;45-49;46;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-20,535475;-48,563569;RUA MESSIAS GONÇALVES
